QuoteDate,ExpirationDate,SalesPersonID,CustomerID,ProductID,ProductGroupID,QuoteQty,UnitPrice,UOM,UnitSize,QuoteStatus,OrderNumber,CustomerTier,InvoiceNumber,UnitCost,PercentProfit
2024-11-13,2024-11-26,SREP5,CUST64,IBI-573-MU9,PROD.Group24,1.0,14.8,EA,1.0,Won,1998759.0,135861.51845794392,2005744.0,11.53,0.2836079791847356
2024-12-02,2024-11-26,SREP5,CUST65,IBI-573-MU9,PROD.Group24,2.0,14.8,EA,1.0,Won,2000128.0,135861.51845794392,2004672.0,11.53,0.2836079791847356
2024-11-17,2024-12-03,SREP5,CUST65,IBI-573-MU9,PROD.Group24,7.0,14.8,EA,1.0,Won,2000138.0,135861.51845794392,2003540.0,11.532857142857145,0.2832899789421527
2024-11-29,2024-11-30,SREP5,CUST64,IBI-573-MU9,PROD.Group24,30.0,14.800333333333333,EA,1.0,Won,2001389.0,135861.51845794392,2007278.0,11.592333333333332,0.2767346234580326
2024-12-28,2025-01-14,SREP5,CUST19,IEW-072-DC7,PROD.Group3,200.0,0.4639999999999999,EA,1.0,Won,2006580.0,4320717.807058823,2005500.0,0.35,0.32571428571428557
2024-12-28,2025-01-04,SREP6,CUST51,ISP-552-BY9,PROD.Group20,50.0,0.3068,EA,1.0,Won,2004486.0,135861.51845794392,2003262.0,0.2452,0.2512234910277325
2025-01-04,2025-01-03,SREP11,CUST82,YPI-751-FQ3,PROD.Group33,1.0,304.5,EA,1.0,Won,2005987.0,135861.51845794392,2004885.0,233.92,0.3017270861833106
2024-10-22,2024-10-28,SREP10,CUST88,NFB-041-GP5,PROD.Group3,100.0,0.0481,EA,1.0,Won,1993210.0,4320717.807058823,1992215.0,0.0375,0.2826666666666666
2024-12-25,2025-01-01,SREP5,CUST8,BOA-481-MK8,PROD.Group17,1.0,1.0,EA,1.0,Won,2005044.0,4320717.807058823,2003848.0,0.82,0.2195121951219513
2024-12-19,2025-01-01,SREP2,CUST2,EUD-446-WM9,PROD.Group13,2000.0,0.0447,EA,1.0,Won,2005805.0,4320717.807058823,2004809.0,0.035,0.2771428571428569
2024-12-27,2025-01-01,SREP6,CUST94,TSO-831-EZ4,PROD.Group3,1000.0,0.0669,EA,1.0,Won,2005626.0,14807.444069400628,2004365.0,0.05447,0.22819900862860298
2024-08-06,2024-08-20,SREP6,CUST27,IZP-349-XD5,PROD.Group1,1.0,32.99,EA,1.0,Won,1975911.0,4320717.807058823,1973176.0,24.35,0.35482546201232035
2024-12-19,2025-01-13,SREP5,CUST19,INE-543-HS1,PROD.Group15,4000.0,0.241,EA,1.0,Won,2007160.0,4320717.807058823,2006309.0,0.19498999999999989,0.2359608185035137
2024-12-09,2025-01-07,SREP4,CUST17,PWX-635-IM1,PROD.Group24,1.0,5.8,EA,1.0,Won,2005043.0,4320717.807058823,2003921.0,4.49,0.2917594654788418
2024-12-29,2024-12-26,SREP4,CUST17,PWX-635-IM1,PROD.Group24,1.0,5.8,EA,1.0,Won,2005185.0,4320717.807058823,2004184.0,4.49,0.2917594654788418
2024-12-29,2025-01-03,SREP4,CUST17,PWX-635-IM1,PROD.Group24,1.0,5.8,EA,1.0,Won,2005246.0,4320717.807058823,2004185.0,4.49,0.2917594654788418
2024-12-28,2025-01-06,SREP5,CUST107,XRP-869-CO3,PROD.Group15,216.0,2.3116203703703704,EA,1.0,Won,2004711.0,135861.51845794392,2004615.0,1.76,0.313420664983165
2024-12-20,2025-01-05,SREP11,CUST54,USH-044-KP5,PROD.Group3,360.0,0.6056111111111111,EA,1.0,Won,2005512.0,4320717.807058823,2004472.0,0.4865555555555555,0.24469056862297336
2024-12-19,2025-01-02,SREP11,CUST54,USH-044-KP5,PROD.Group3,450.0,0.6055999999999999,EA,1.0,Won,2007187.0,4320717.807058823,2006060.0,0.4542222222222222,0.3332681017612523
2025-01-03,2025-01-12,SREP2,CUST2,EUD-446-WM9,PROD.Group13,2000.0,0.0447,EA,1.0,Won,2006785.0,4320717.807058823,2005828.0,0.035,0.2771428571428569
2025-01-01,2025-01-15,SREP2,CUST2,EUD-446-WM9,PROD.Group13,2000.0,0.0447,EA,1.0,Won,2007104.0,4320717.807058823,2006026.0,0.035,0.2771428571428569
2025-01-10,2025-01-07,SREP2,CUST2,EUD-446-WM9,PROD.Group13,2000.0,0.0447,EA,1.0,Won,2007288.0,4320717.807058823,2006355.0,0.035,0.2771428571428569
2024-12-13,2025-01-02,SREP6,CUST27,YNS-643-LL2,PROD.Group7,1.0,125.0,EA,1.0,Won,2005420.0,4320717.807058823,2004203.0,92.25,0.35501355013550134
2024-06-27,2024-07-07,SREP11,CUST54,ORG-776-HS2,PROD.Group43,1.0,852.86,EA,1.0,Won,1966170.0,4320717.807058823,1970467.0,682.29,0.24999633586891212
2024-12-27,2025-01-08,SREP2,CUST85,DTF-748-PO1,PROD.Group3,100.0,0.0733,EA,1.0,Won,2006618.0,135861.51845794392,2006324.0,0.0611,0.19967266775777417
2022-09-08,2022-09-12,SREP5,CUST38,ZEB-024-PR3,PROD.Group12,1.0,684.85,EA,1.0,Won,1794945.0,135861.51845794392,1784111.0,511.71,0.33835570928846426
2022-09-28,2022-09-23,SREP5,CUST38,ZEB-024-PR3,PROD.Group12,1.0,684.85,EA,1.0,Won,1796205.0,135861.51845794392,1787399.0,503.2,0.36098966613672506
2021-12-09,2021-12-19,SREP11,CUST54,NBG-856-TV4,PROD.Group46,1.0,115.76,EA,1.0,Won,1714830.0,4320717.807058823,1710404.0,89.57,0.2923970079267613
2023-05-22,2023-05-30,SREP9,CUST56,RUN-635-AC6,PROD.Group12,1.0,207.25,EA,1.0,Won,1861389.0,4320717.807058823,1854111.0,174.528875,0.18748258705042362
2023-07-10,2023-07-12,SREP9,CUST56,RUN-635-AC6,PROD.Group12,1.0,207.25,EA,1.0,Won,1873101.0,4320717.807058823,1866166.0,173.06354072222223,0.19753703833350533
2023-12-24,2023-12-28,SREP9,CUST56,RUN-635-AC6,PROD.Group12,1.0,207.25,EA,1.0,Won,1917028.0,4320717.807058823,1911440.0,166.88323065476192,0.2418863128839257
2024-02-12,2024-03-08,SREP9,CUST56,RUN-635-AC6,PROD.Group12,1.0,207.25,EA,1.0,Won,1933847.0,4320717.807058823,1929313.0,171.31416666666667,0.20976568390432784
2024-02-24,2024-03-02,SREP9,CUST20,NUT-725-CH5,PROD.Group12,10.0,1.878,EA,1.0,Won,1932821.0,4320717.807058823,1927993.0,1.375,0.36581818181818176
2022-01-21,2022-01-30,SREP5,CUST131,IUD-463-ME8,PROD.Group1,12.0,17.493333333333332,EA,1.0,Won,1724942.0,135861.51845794392,1712607.0,13.12,0.3333333333333333
2022-04-19,2022-04-25,SREP9,CUST55,WFD-238-VF5,PROD.Group32,1.0,45.24,EA,1.0,Won,1750829.0,4320717.807058823,1738739.0,38.010000000000005,0.19021310181531165
2022-01-19,2022-01-26,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.4641666666666664,EA,1.0,Won,1724799.0,4320717.807058823,1712483.0,1.8911666666666669,0.3029875738080547
2022-01-17,2022-02-07,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.4641666666666664,EA,1.0,Won,1727186.0,4320717.807058823,1715006.0,2.022486666666667,0.21838462882326345
2022-04-05,2022-04-26,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.464,EA,1.0,Won,1750110.0,4320717.807058823,1737816.0,1.9713333333333332,0.24991545485289154
2022-04-06,2022-05-01,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.464,EA,1.0,Won,1750217.0,4320717.807058823,1738064.0,1.9713333333333332,0.24991545485289154
2022-04-20,2022-04-22,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.464,EA,1.0,Won,1751390.0,4320717.807058823,1739401.0,2.0731083333333333,0.18855342018627422
2022-07-13,2022-07-10,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.582333333333333,EA,1.0,Won,1774123.0,4320717.807058823,1762666.0,1.9713333333333332,0.3099425092999662
2022-07-26,2022-07-26,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.582333333333333,EA,1.0,Won,1780134.0,4320717.807058823,1768685.0,1.9713333333333332,0.3099425092999662
2022-09-26,2022-10-14,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.582333333333333,EA,1.0,Won,1802440.0,4320717.807058823,1791632.0,2.0996181818181814,0.22990615898417333
2022-10-07,2022-10-11,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.582333333333333,EA,1.0,Won,1802994.0,4320717.807058823,1792101.0,1.9713333333333332,0.3099425092999662
2022-10-28,2022-10-25,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.582333333333333,EA,1.0,Won,1807149.0,4320717.807058823,1796604.0,1.9713333333333332,0.3099425092999662
2022-11-10,2022-11-30,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.582333333333333,EA,1.0,Won,1812520.0,4320717.807058823,1802402.0,1.9713333333333332,0.3099425092999662
2022-11-17,2022-12-02,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.582333333333333,EA,1.0,Won,1816277.0,4320717.807058823,1806246.0,1.9713333333333332,0.3099425092999662
2022-12-26,2023-01-02,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.582333333333333,EA,1.0,Won,1822381.0,4320717.807058823,1813123.0,1.9713333333333332,0.3099425092999662
2024-01-02,2024-01-03,SREP5,CUST128,RAO-950-FB2,PROD.Group19,20.0,0.384,EA,1.0,Won,1918116.0,135861.51845794392,1912569.0,0.307,0.25081433224755706
2022-08-07,2022-08-23,SREP8,CUST132,JJY-162-ZA0,PROD.Group12,30.0,3.0536666666666665,EA,1.0,Won,1786944.0,4320717.807058823,1775598.0,2.477666666666667,0.232476792681286
2023-05-08,2023-05-16,SREP5,CUST131,IUD-463-ME8,PROD.Group1,3.0,20.12,EA,1.0,Won,1856547.0,135861.51845794392,1849294.0,15.98,0.2590738423028786
2023-05-16,2023-06-01,SREP5,CUST131,IUD-463-ME8,PROD.Group1,2.0,20.12,EA,1.0,Won,1860986.0,135861.51845794392,1853879.0,16.6647,0.20734246641103657
2023-06-15,2023-06-13,SREP5,CUST131,IUD-463-ME8,PROD.Group1,2.0,20.12,EA,1.0,Won,1864565.0,135861.51845794392,1857371.0,15.98,0.2590738423028786
2023-05-24,2023-06-18,SREP5,CUST131,IUD-463-ME8,PROD.Group1,4.0,20.1175,EA,1.0,Won,1865381.0,135861.51845794392,1858189.0,15.98,0.25891739674593234
2023-08-22,2023-08-25,SREP5,CUST131,IUD-463-ME8,PROD.Group1,3.0,20.12,EA,1.0,Won,1885012.0,135861.51845794392,1878373.0,16.82,0.19619500594530326
2023-12-24,2024-01-15,SREP5,CUST131,IUD-463-ME8,PROD.Group1,6.0,20.11833333333333,EA,1.0,Won,1919249.0,135861.51845794392,1913909.0,16.82,0.19609591755846187
2024-10-19,2024-11-04,SREP5,CUST131,IUD-463-ME8,PROD.Group1,6.0,20.11833333333333,EA,1.0,Won,1995515.0,135861.51845794392,1993781.0,16.82,0.19609591755846187
2022-03-18,2022-04-05,SREP9,CUST20,QOF-737-JY1,PROD.Group25,100.0,11.1567,EA,1.0,Won,1744400.0,4320717.807058823,1732087.0,8.1616,0.36697461282101557
2022-05-11,2022-06-02,SREP9,CUST20,QOF-737-JY1,PROD.Group25,199.0,11.156683417085429,EA,1.0,Won,1761986.0,4320717.807058823,1749919.0,8.15,0.3689182106853286
2022-06-27,2022-07-06,SREP9,CUST20,QOF-737-JY1,PROD.Group25,100.0,11.1567,EA,1.0,Won,1771934.0,4320717.807058823,1760317.0,8.3,0.34418072289156626
2022-07-18,2022-08-03,SREP9,CUST20,QOF-737-JY1,PROD.Group25,100.0,11.1567,EA,1.0,Won,1782356.0,4320717.807058823,1770653.0,8.3,0.34418072289156626
2022-08-06,2022-08-12,SREP9,CUST20,QOF-737-JY1,PROD.Group25,100.0,11.1567,EA,1.0,Won,1785817.0,4320717.807058823,1774184.0,8.3,0.34418072289156626
2022-08-24,2022-09-07,SREP9,CUST20,QOF-737-JY1,PROD.Group25,100.0,11.1567,EA,1.0,Won,1792858.0,4320717.807058823,1781658.0,8.3,0.34418072289156626
2022-10-29,2022-11-05,SREP9,CUST20,QOF-737-JY1,PROD.Group25,100.0,11.1567,EA,1.0,Won,1807557.0,4320717.807058823,1797004.0,8.3,0.34418072289156626
2022-11-30,2022-12-11,SREP9,CUST20,QOF-737-JY1,PROD.Group25,22.0,11.15681818181818,EA,1.0,Won,1818084.0,4320717.807058823,1808309.0,8.299999999999999,0.3441949616648411
2023-02-19,2023-03-13,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.582333333333333,EA,1.0,Won,1839265.0,4320717.807058823,1831042.0,2.066,0.24991932881574702
2023-04-14,2023-04-17,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1850610.0,4320717.807058823,1843149.0,2.066,0.3105840593739918
2023-05-04,2023-05-23,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1859107.0,4320717.807058823,1851928.0,2.066,0.3105840593739918
2023-05-26,2023-05-24,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1860462.0,4320717.807058823,1853440.0,2.092918918918919,0.29372745508234566
2023-05-13,2023-05-29,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1861767.0,4320717.807058823,1854679.0,2.066,0.3105840593739918
2023-05-25,2023-06-19,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1864507.0,4320717.807058823,1857415.0,2.066,0.3105840593739918
2023-06-22,2023-06-21,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1867321.0,4320717.807058823,1860233.0,2.066,0.3105840593739918
2023-07-09,2023-07-16,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1871916.0,4320717.807058823,1865025.0,2.066,0.3105840593739918
2023-07-22,2023-07-23,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1874466.0,4320717.807058823,1867344.0,2.066,0.3105840593739918
2023-07-25,2023-07-30,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1879729.0,4320717.807058823,1872814.0,2.2946,0.18001685115779087
2023-08-16,2023-08-08,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1882292.0,4320717.807058823,1875646.0,2.0900000000000003,0.2955342902711323
2023-08-11,2023-08-27,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1885662.0,4320717.807058823,1878971.0,2.0900000000000003,0.2955342902711323
2023-09-03,2023-09-14,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1888871.0,4320717.807058823,1882415.0,2.2706000000000004,0.1924895035086173
2023-09-06,2023-09-11,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1890170.0,4320717.807058823,1883650.0,2.1169189189189193,0.2790601673348142
2023-09-18,2023-09-15,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1891590.0,4320717.807058823,1885070.0,2.0900000000000003,0.2955342902711323
2023-09-26,2023-09-28,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1892755.0,4320717.807058823,1886195.0,2.1169189189189193,0.2790601673348142
2023-10-14,2023-10-19,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1899170.0,4320717.807058823,1893185.0,2.0900000000000003,0.2955342902711323
2023-10-09,2023-10-25,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1902621.0,4320717.807058823,1896651.0,2.0900000000000003,0.2955342902711323
2023-11-17,2023-12-01,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1910268.0,4320717.807058823,1904476.0,2.0900000000000003,0.2955342902711323
2023-12-12,2023-12-07,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1914659.0,4320717.807058823,1909061.0,2.0900000000000003,0.2955342902711323
2024-01-08,2024-01-06,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1919185.0,4320717.807058823,1913875.0,2.027333333333333,0.33558040118382143
2024-01-25,2024-01-20,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1923182.0,4320717.807058823,1918027.0,2.207933333333333,0.22633533621184238
2024-01-16,2024-02-06,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1925368.0,4320717.807058823,1920333.0,2.027333333333333,0.33558040118382143
2024-02-04,2024-02-03,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1926902.0,4320717.807058823,1921871.0,2.255933333333333,0.2002423239457433
2024-02-08,2024-02-17,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1928613.0,4320717.807058823,1923720.0,2.255933333333333,0.2002423239457433
2024-02-15,2024-02-27,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1933483.0,4320717.807058823,1928948.0,2.255933333333333,0.2002423239457433
2024-03-18,2024-03-31,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1942230.0,4320717.807058823,1938158.0,2.255933333333333,0.2002423239457433
2024-04-17,2024-05-09,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1949386.0,4320717.807058823,1945705.0,2.027333333333333,0.33558040118382143
2024-05-13,2024-05-20,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1954086.0,4320717.807058823,1950636.0,2.027333333333333,0.33558040118382143
2024-06-01,2024-06-06,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,60.0,2.707666666666667,EA,1.0,Won,1958799.0,4320717.807058823,1955488.0,2.054252252252252,0.3180789572935948
2024-05-30,2024-06-15,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1961167.0,4320717.807058823,1957914.0,2.027333333333333,0.33558040118382143
2024-07-10,2024-07-03,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1965521.0,4320717.807058823,1962470.0,2.027333333333333,0.33558040118382143
2024-07-21,2024-07-27,SREP8,CUST132,CHI-294-BZ2,PROD.Group12,30.0,2.707666666666667,EA,1.0,Won,1968626.0,4320717.807058823,1965577.0,2.027333333333333,0.33558040118382143
2021-12-29,2022-01-16,SREP1,CUST1,TXD-476-GT7,PROD.Group1,48.0,36.266666666666666,EA,1.0,Won,1720500.0,4320717.807058823,1708122.0,27.2,0.3333333333333333
2022-05-13,2022-05-15,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,36.266666666666666,EA,1.0,Won,1757201.0,4320717.807058823,1745346.0,27.853849999999998,0.30203424900567316
2022-07-07,2022-07-21,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,34.0,EA,1.0,Won,1780013.0,4320717.807058823,1768325.0,28.015833333333333,0.21359945269044292
2022-11-10,2022-11-12,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,34.0,EA,1.0,Won,1809178.0,4320717.807058823,1799399.0,29.047916666666666,0.17047981065767773
2022-12-02,2022-12-06,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,34.0,EA,1.0,Won,1814373.0,4320717.807058823,1804348.0,28.696,0.18483412322274875
2022-07-12,2022-08-03,SREP8,CUST14,ELI-494-PR7,PROD.Group44,2500.0,0.1671,EA,1.0,Won,1781068.0,4320717.807058823,1769440.0,0.142,0.1767605633802818
2022-09-13,2022-09-13,SREP9,CUST139,ELI-494-PR7,PROD.Group44,25.0,0.1672,EA,1.0,Won,1795428.0,14807.444069400628,1785410.0,0.142,0.17746478873239438
2023-06-17,2023-06-14,SREP1,CUST1,TXD-476-GT7,PROD.Group1,12.0,34.0,EA,1.0,Won,1865924.0,4320717.807058823,1858976.0,28.617433333333334,0.1880869819445722
2024-01-06,2024-01-19,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,37.35458333333333,EA,1.0,Won,1923349.0,4320717.807058823,1918037.0,28.015833333333333,0.3333382908474374
2024-02-04,2024-02-15,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,37.35458333333333,EA,1.0,Won,1928129.0,4320717.807058823,1923324.0,29.915233333333333,0.24868099530116755
2024-02-20,2024-02-21,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,37.35458333333333,EA,1.0,Won,1930665.0,4320717.807058823,1926024.0,28.015833333333333,0.3333382908474374
2024-02-21,2024-02-20,SREP1,CUST1,TXD-476-GT7,PROD.Group1,12.0,37.355,EA,1.0,Won,1932677.0,4320717.807058823,1928123.0,28.015833333333333,0.33335316338974974
2024-03-12,2024-03-10,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,37.35458333333333,EA,1.0,Won,1936254.0,4320717.807058823,1931965.0,29.916233333333334,0.24863925605607645
2024-05-05,2024-05-11,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,38.91125,EA,1.0,Won,1950679.0,4320717.807058823,1947070.0,28.471733333333333,0.3666624909852112
2024-02-08,2024-02-10,SREP8,CUST14,ELI-494-PR7,PROD.Group44,5000.0,0.1671,EA,1.0,Won,1927906.0,4320717.807058823,1922943.0,0.142,0.1767605633802818
2024-03-10,2024-03-09,SREP8,CUST14,ELI-494-PR7,PROD.Group44,5000.0,0.1671,EA,1.0,Won,1935357.0,4320717.807058823,1930926.0,0.142,0.1767605633802818
2024-04-26,2024-04-30,SREP8,CUST14,ELI-494-PR7,PROD.Group44,1250.0,0.167104,EA,1.0,Won,1950088.0,4320717.807058823,1946412.0,0.142,0.17678873239436632
2024-09-08,2024-09-18,SREP8,CUST14,ELI-494-PR7,PROD.Group44,5000.0,0.1671,EA,1.0,Won,1983978.0,4320717.807058823,1981739.0,0.142,0.1767605633802818
2024-08-21,2024-08-25,SREP1,CUST138,ECY-996-ZT7,PROD.Group25,2.0,31.8,EA,1.0,Won,1977552.0,135861.51845794392,1976507.0,23.85,0.33333333333333326
2024-06-12,2024-06-14,SREP1,CUST1,TXD-476-GT7,PROD.Group1,24.0,38.91125,EA,1.0,Won,1960842.0,4320717.807058823,1957779.0,30.341733333333334,0.28243332615583383
2022-12-16,2022-12-31,SREP9,CUST65,CBW-087-KF4,PROD.Group24,4.0,15.1075,EA,1.0,Won,1820086.0,135861.51845794392,1817505.0,12.765,0.18350959655307475
2023-01-20,2023-01-29,SREP5,CUST65,CBW-087-KF4,PROD.Group24,19.0,15.10842105263158,EA,1.0,Won,1829469.0,135861.51845794392,1827426.0,12.761184210526316,0.18393566015363208
2023-03-04,2023-03-04,SREP5,CUST65,CBW-087-KF4,PROD.Group24,4.0,15.1075,EA,1.0,Won,1837182.0,135861.51845794392,1841519.0,12.761666666666667,0.18381872796134255
2021-09-16,2021-09-17,SREP9,CUST65,CBW-087-KF4,PROD.Group24,1.0,20.21,EA,1.0,Won,1688306.0,135861.51845794392,1706055.0,15.716111111111111,0.28594153204425754
